"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01002477","25122","8","22360","7","21672","7","27893","9","19473","6","25390","8","17828","6","18089","6","E02000494","93030","E09000017","51.2"
"E01002478","23833","8","21280","7","23432","7","25945","8","23813","8","24846","8","16683","5","9004","3","E02000495","76180","E09000017","51.2"
"E01002479","15809","5","13542","5","13926","5","20935","7","18345","6","15097","5","6524","2","19716","6","E02000497","84177","E09000017","51.2"
"E01002480","31918","10","29276","9","32114","10","31406","10","31890","10","32902","10","15216","5","22696","7","E02000497","84177","E09000017","51.2"
"E01002481","13755","5","9805","3","12051","4","20367","7","15958","5","17879","6","7025","3","17826","6","E02000497","84177","E09000017","51.2"
"E01002482","33048","10","32550","10","32996","10","32432","10","32567","10","29197","9","24186","8","20331","7","E02000494","93030","E09000017","51.2"
"E01002483","17632","6","12692","4","17145","6","23736","8","23727","8","20517","7","9134","3","11215","4","E02000495","76180","E09000017","51.2"
"E01002484","13964","5","9659","3","13232","4","16161","5","19398","6","16404","5","9343","3","14452","5","E02000495","76180","E09000017","51.2"
"E01002485","14067","5","12127","4","15266","5","20334","7","22417","7","8596","3","6377","2","10136","4","E02000495","76180","E09000017","51.2"
"E01002486","7693","3","4991","2","9410","3","7692","3","14743","5","10275","4","4536","2","14948","5","E02000521","71636","E09000017","51.2"
"E01002487","9561","3","8153","3","13586","5","9213","3","20915","7","11916","4","5485","2","3748","2","E02000521","71636","E09000017","51.2"
"E01002488","12652","4","10325","4","17098","6","9577","3","20718","7","12621","4","7726","3","8579","3","E02000523","69412","E09000017","51.2"
"E01002489","13165","4","12852","4","18862","6","8700","3","24606","8","8869","3","5524","2","9930","3","E02000523","69412","E09000017","51.2"
"E01002490","11014","4","11396","4","17838","6","9434","3","23531","7","7928","3","4107","2","4495","2","E02000523","69412","E09000017","51.2"
"E01002491","8452","3","6154","2","12111","4","6435","2","15575","5","11566","4","5159","2","10139","4","E02000525","64977","E09000017","51.2"
"E01002492","13321","4","11307","4","17583","6","9030","3","20544","7","15442","5","7642","3","9244","3","E02000523","69412","E09000017","51.2"
"E01002493","5713","2","3285","1","7638","3","5377","2","14534","5","12473","4","2775","1","12310","4","E02000525","64977","E09000017","51.2"
"E01002494","21868","7","17436","6","21884","7","26382","8","22850","7","25880","8","9082","3","14231","5","E02000502","82272","E09000017","51.2"
"E01002495","22638","7","16856","5","25195","8","23444","7","26397","8","19201","6","10376","4","17048","6","E02000503","88352","E09000017","51.2"
"E01002496","13516","5","12223","4","15719","5","19012","6","17495","6","19142","6","4005","2","7240","3","E02006796","85116","E09000017","51.2"
"E01002497","14446","5","11877","4","16209","5","19457","6","22286","7","8778","3","6003","2","12894","4","E02006796","85116","E09000017","51.2"
"E01002498","25719","8","23318","7","23652","8","28568","9","25310","8","21917","7","18773","6","12009","4","E02006796","85116","E09000017","51.2"
"E01002499","16221","5","12534","4","20804","7","21495","7","24074","8","27841","9","2374","1","10028","3","E02006796","85116","E09000017","51.2"
"E01002501","13014","4","9869","3","12775","4","9061","3","22561","7","22678","7","7674","3","13432","4","E02000519","62306","E09000017","51.2"
"E01002502","11350","4","7258","3","11163","4","9151","3","15935","5","12789","4","12290","4","21612","7","E02000519","62306","E09000017","51.2"
"E01002503","7006","3","4603","2","10977","4","6238","2","9810","3","5296","2","8409","3","14392","5","E02000520","64070","E09000017","51.2"
"E01002505","5111","2","3647","2","7618","3","9462","3","13071","4","4589","2","2193","1","6755","3","E02000519","62306","E09000017","51.2"
"E01002506","3886","2","2121","1","7652","3","4965","2","20554","7","1504","1","2310","1","7356","3","E02000520","64070","E09000017","51.2"
"E01002507","12042","4","7366","3","15871","5","9356","3","18206","6","15159","5","6670","2","17597","6","E02000520","64070","E09000017","51.2"
"E01002508","6346","2","5145","2","6910","3","7604","3","9266","3","6349","2","8578","3","10135","4","E02000519","62306","E09000017","51.2"
"E01002509","30792","10","27420","9","30337","9","24370","8","31722","10","29013","9","24111","8","18519","6","E02000510","81405","E09000017","51.2"
"E01002511","13210","4","9283","3","12625","4","16627","5","19527","6","16030","5","7692","3","13176","4","E02000510","81405","E09000017","51.2"
"E01002512","26799","8","20965","7","25243","8","30139","9","29516","9","16669","5","20577","7","17788","6","E02000506","88628","E09000017","51.2"
"E01002513","22548","7","21043","7","20942","7","25342","8","26047","8","16826","5","16291","5","9946","3","E02000506","88628","E09000017","51.2"
"E01002514","15282","5","11916","4","17682","6","26105","8","20625","7","6328","2","9961","3","10494","4","E02000508","81004","E09000017","51.2"
"E01002516","28973","9","25751","8","25677","8","28925","9","29349","9","28472","9","17543","6","18312","6","E02000506","88628","E09000017","51.2"
"E01002518","17747","6","15822","5","20796","7","21195","7","23482","7","11361","4","11506","4","7571","3","E02000515","71307","E09000017","51.2"
"E01002519","11038","4","10620","4","12693","4","10837","4","12894","4","11401","4","5118","2","14336","5","E02000515","71307","E09000017","51.2"
"E01002520","9560","3","7682","3","9266","3","12393","4","12211","4","13611","5","5599","2","13833","5","E02000509","72497","E09000017","51.2"
"E01002521","5904","2","4420","2","6879","3","16704","5","6545","2","4861","2","5007","2","9520","3","E02000509","72497","E09000017","51.2"
"E01002523","15119","5","15550","5","18508","6","15960","5","16680","5","13600","5","10482","4","5590","2","E02000509","72497","E09000017","51.2"
"E01002525","13354","4","15684","5","21992","7","18152","6","10683","4","11900","4","2345","1","9083","3","E02000522","73309","E09000017","51.2"
"E01002526","11296","4","10661","4","13363","4","9461","3","20477","7","10596","4","2676","1","18324","6","E02000521","71636","E09000017","51.2"
"E01002527","5670","2","6545","2","6771","3","9042","3","12508","4","8048","3","537","1","10162","4","E02000524","63805","E09000017","51.2"
"E01002528","5513","2","5426","2","6822","3","6566","2","9721","3","5079","2","2090","1","16317","5","E02000521","71636","E09000017","51.2"
"E01002529","8611","3","8161","3","12840","4","14442","5","14369","5","6698","2","1440","1","9874","3","E02000522","73309","E09000017","51.2"
"E01002530","4247","2","3681","2","5603","2","6062","2","10235","4","4561","2","1009","1","14201","5","E02000522","73309","E09000017","51.2"
"E01002531","15104","5","16832","5","16138","5","17598","6","16460","5","15822","5","4839","2","10450","4","E02000522","73309","E09000017","51.2"
"E01002533","16014","5","14822","5","15117","5","15266","5","18257","6","19442","6","4354","2","26756","8","E02000498","81781","E09000017","51.2"
"E01002534","28192","9","22320","7","24674","8","28282","9","27928","9","31685","10","20143","6","17803","6","E02000498","81781","E09000017","51.2"
"E01002535","24934","8","23169","7","27865","9","29158","9","28784","9","12159","4","14031","5","11627","4","E02000500","89285","E09000017","51.2"
"E01002536","25340","8","22203","7","31025","10","26824","8","22934","7","27381","9","6233","2","18277","6","E02000502","82272","E09000017","51.2"
"E01002537","27737","9","25197","8","27790","9","29782","9","29005","9","27020","9","7786","3","21852","7","E02000502","82272","E09000017","51.2"
"E01002538","18881","6","17026","6","19203","6","21804","7","20383","7","13984","5","7526","3","18883","6","E02000498","81781","E09000017","51.2"
"E01002539","28764","9","26531","8","27931","9","27150","9","29984","9","31395","10","15019","5","14277","5","E02000498","81781","E09000017","51.2"
"E01002540","6898","3","5094","2","7539","3","10388","4","15638","5","6141","2","2130","1","19287","6","E02000513","66192","E09000017","51.2"
"E01002541","14520","5","10215","4","16668","5","17444","6","17837","6","15280","5","3718","2","26748","8","E02000516","61989","E09000017","51.2"
"E01002542","4931","2","2974","1","6314","2","8029","3","13951","5","4187","2","2335","1","14649","5","E02000513","66192","E09000017","51.2"
"E01002543","8143","3","3955","2","11394","4","8878","3","19345","6","11918","4","2818","1","18801","6","E02000513","66192","E09000017","51.2"
"E01002544","19003","6","14139","5","20805","7","16580","5","25727","8","14513","5","7309","3","27038","9","E02000516","61989","E09000017","51.2"
"E01002545","3860","2","2084","1","4306","2","3368","1","8373","3","5008","2","6306","2","23661","8","E02000516","61989","E09000017","51.2"
"E01002546","14287","5","9528","3","21027","7","9610","3","20748","7","21152","7","7029","3","11463","4","E02000516","61989","E09000017","51.2"
"E01002547","9850","3","7429","3","13082","4","6258","2","17653","6","13180","4","4289","2","17148","6","E02000516","61989","E09000017","51.2"
"E01002548","9454","3","7998","3","11478","4","7258","3","12428","4","24255","8","2809","1","15382","5","E02000518","63825","E09000017","51.2"
"E01002549","10908","4","8463","3","13828","5","14819","5","9984","3","18089","6","4139","2","12715","4","E02000518","63825","E09000017","51.2"
"E01002550","8991","3","7691","3","9313","3","11454","4","11825","4","13866","5","2086","1","23468","7","E02000515","71307","E09000017","51.2"
"E01002551","11330","4","10549","4","13300","4","9394","3","16760","5","16061","5","2403","1","19178","6","E02000518","63825","E09000017","51.2"
"E01002552","8500","3","7646","3","11185","4","9139","3","12827","4","9587","3","3468","2","11028","4","E02000518","63825","E09000017","51.2"
"E01002553","6577","2","6230","2","7444","3","5744","2","11462","4","9332","3","3679","2","12494","4","E02000518","63825","E09000017","51.2"
"E01002555","12448","4","13330","4","19073","6","11284","4","23480","7","13759","5","1929","1","6629","2","E02000547","64005","E09000018","50.7"
"E01002556","12572","4","11736","4","15830","5","11795","4","27796","9","16347","5","3184","1","6089","2","E02000547","64005","E09000018","50.7"
"E01002557","9012","3","9571","3","12557","4","8480","3","21319","7","8805","3","1318","1","10340","4","E02000548","70217","E09000018","50.7"
"E01002558","6160","2","5355","2","9633","3","7065","3","14370","5","6287","2","1105","1","12373","4","E02000548","70217","E09000018","50.7"
"E01002559","8702","3","6682","2","9605","3","7684","3","17348","6","20702","7","2078","1","15734","5","E02000548","70217","E09000018","50.7"
"E01002560","9717","3","7836","3","11040","4","7257","3","16499","5","10916","4","7865","3","12432","4","E02000548","70217","E09000018","50.7"
"E01002561","6660","2","6273","2","7462","3","4792","2","10157","4","11543","4","2077","1","27500","9","E02000548","70217","E09000018","50.7"
"E01002562","6896","3","7809","3","7235","3","11216","4","15906","5","4491","2","2835","1","7139","3","E02006972","81795","E09000018","50.7"
"E01002563","18778","6","16655","5","22966","7","29296","9","28511","9","17428","6","5005","2","5692","2","E02000531","78259","E09000018","50.7"
"E01002564","8254","3","7539","3","7764","3","14996","5","16064","5","7694","3","5729","2","5727","2","E02006973","73027","E09000018","50.7"
"E01002565","13103","4","8237","3","11101","4","24616","8","23176","7","18203","6","6076","2","10826","4","E02000531","78259","E09000018","50.7"
"E01002567","14462","5","13091","4","16728","5","27161","9","26535","8","14502","5","8156","3","1807","1","E02000531","78259","E09000018","50.7"
"E01002569","27173","9","26459","8","26863","8","32308","10","31913","10","17880","6","18537","6","8262","3","E02000526","98063","E09000018","50.7"
"E01002570","18050","6","20428","7","26416","8","27277","9","25930","8","9635","3","12030","4","1486","1","E02000526","98063","E09000018","50.7"
"E01002571","31077","10","33061","10","33060","10","33375","10","32894","10","29630","9","12771","4","11804","4","E02000532","94870","E09000018","50.7"
"E01002572","7963","3","7298","3","9274","3","18348","6","12045","4","5426","2","2356","1","10964","4","E02000532","94870","E09000018","50.7"
"E01002573","23538","7","29801","9","30251","9","31833","10","32865","10","15224","5","19570","6","895","1","E02000526","98063","E09000018","50.7"
"E01002574","23721","8","29143","9","30657","10","32691","10","31845","10","18977","6","14810","5","1124","1","E02000526","98063","E09000018","50.7"
"E01002575","24387","8","29683","9","30115","9","27132","9","30295","9","26972","8","16649","5","1356","1","E02000526","98063","E09000018","50.7"
"E01002576","13670","5","12036","4","12718","4","28271","9","16874","5","14837","5","10944","4","3912","2","E02000533","89722","E09000018","50.7"
"E01002577","21348","7","25982","8","24235","8","31466","10","31412","10","15497","5","12524","4","1705","1","E02000532","94870","E09000018","50.7"
"E01002578","21470","7","24491","8","25726","8","31725","10","30449","10","12080","4","8183","3","4009","2","E02000532","94870","E09000018","50.7"
"E01002579","22356","7","21944","7","24308","8","32494","10","31949","10","17036","6","9700","3","4770","2","E02000533","89722","E09000018","50.7"
"E01002580","13277","4","15314","5","16715","5","26482","8","18934","6","11379","4","2839","1","3816","2","E02000533","89722","E09000018","50.7"
"E01002581","19735","6","18267","6","21862","7","32359","10","29819","9","21439","7","8362","3","2976","1","E02000533","89722","E09000018","50.7"
"E01002582","24108","8","23529","7","27321","9","33007","10","32806","10","18016","6","13825","5","3783","2","E02000533","89722","E09000018","50.7"
"E01002583","8946","3","9870","3","14694","5","12115","4","20356","7","10949","4","422","1","6645","2","E02000538","59989","E09000018","50.7"
"E01002584","8668","3","7725","3","18439","6","6006","2","29274","9","7831","3","693","1","8785","3","E02000538","59989","E09000018","50.7"
"E01002585","7459","3","7654","3","12565","4","7831","3","18642","6","12264","4","441","1","7319","3","E02000538","59989","E09000018","50.7"
"E01002586","12209","4","11599","4","21016","7","11830","4","28697","9","20619","7","442","1","7909","3","E02000538","59989","E09000018","50.7"
"E01002587","7916","3","8651","3","12603","4","8848","3","23979","8","7541","3","687","1","6435","2","E02000541","57091","E09000018","50.7"
